|id |uuid                                |stream_id|va_id|frame_image                                                 |thumbnail_image                                                       |confidence  |age   |bag   |up_color|down_color|hat  |gender|timestamp              |client_id|frame_id                            |x1          |y1          |x2          |y2          |
|---|------------------------------------|---------|-----|------------------------------------------------------------|----------------------------------------------------------------------|------------|------|------|--------|----------|-----|------|-----------------------|---------|------------------------------------|------------|------------|------------|------------|
|1  |dd50a4a1-f287-42ba-a885-51d37ea0cf5d|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938380870.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938380870_thumbnail.jpg |0.8598632812|2     |[NULL]|1       |1         |false|1     |2025-12-17 02:26:20.87 |0        |3c254cd8-791e-4f48-8a31-a6274ba2820c|0.349999994 |0           |0.3899999857|0.1099999994|
|2  |dd50a4a1-f287-42ba-a885-51d37ea0cf5d|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938390874.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938390874_thumbnail.jpg |0.8598632812|2     |[NULL]|1       |1         |false|1     |2025-12-17 02:26:30.874|0        |46e88fae-51dd-4592-8180-74a9ab4d2361|0.349999994 |0           |0.3899999857|0.1099999994|
|3  |e5ba597d-5e43-4010-963a-cc97a5d7ccac|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938390879.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938390879_thumbnail.jpg |0.6056611538|2     |[NULL]|3       |1         |false|2     |2025-12-17 02:26:30.879|0        |7bbd0db8-a4dc-4f7c-bb72-e355bb703ffd|0.5         |0           |0.5500000119|0.1700000018|
|4  |78aebd37-d482-4fac-a23e-5d8897b1d766|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938390883.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938390883_thumbnail.jpg |0.5947265625|2     |[NULL]|3       |1         |false|1     |2025-12-17 02:26:30.883|0        |3e864b52-c522-4c62-a01e-fd3a63e4f4a7|0.5600000024|0.0099999998|0.6100000143|0.2099999934|
|5  |dd50a4a1-f287-42ba-a885-51d37ea0cf5d|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938400886.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938400886_thumbnail.jpg |0.8598632812|2     |[NULL]|1       |1         |false|1     |2025-12-17 02:26:40.887|0        |ee604772-8306-44e5-980c-ff99ad6175a4|0.349999994 |0           |0.3899999857|0.1099999994|
|6  |e5ba597d-5e43-4010-963a-cc97a5d7ccac|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938400890.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938400890_thumbnail.jpg |0.6056611538|2     |[NULL]|3       |1         |false|2     |2025-12-17 02:26:40.89 |0        |b2b35646-e22f-4d80-a8bf-00bcfb8e035b|0.5         |0           |0.5500000119|0.1700000018|
|7  |78aebd37-d482-4fac-a23e-5d8897b1d766|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938400893.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938400893_thumbnail.jpg |0.5947265625|2     |[NULL]|3       |1         |false|1     |2025-12-17 02:26:40.893|0        |28b8a80b-38b8-4125-b0bc-47f70ba9ba0b|0.5600000024|0.0099999998|0.6100000143|0.2099999934|
|8  |dd50a4a1-f287-42ba-a885-51d37ea0cf5d|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938410897.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938410897_thumbnail.jpg |0.8598632812|2     |[NULL]|1       |1         |false|1     |2025-12-17 02:26:50.897|0        |bd82958d-0f3c-4dfe-a08c-d8c6b4ee2b66|0.349999994 |0           |0.3899999857|0.1099999994|
|9  |e5ba597d-5e43-4010-963a-cc97a5d7ccac|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938410901.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938410901_thumbnail.jpg |0.6056611538|2     |[NULL]|3       |1         |false|2     |2025-12-17 02:26:50.901|0        |ca29d396-be66-467e-83bd-b9320e856859|0.5         |0           |0.5500000119|0.1700000018|
|10 |78aebd37-d482-4fac-a23e-5d8897b1d766|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938410904.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938410904_thumbnail.jpg |0.5947265625|2     |[NULL]|3       |1         |false|1     |2025-12-17 02:26:50.904|0        |7dd62bc4-fc5e-41eb-9a69-8642fa23c3bc|0.5600000024|0.0099999998|0.6100000143|0.2099999934|
|11 |e5ba597d-5e43-4010-963a-cc97a5d7ccac|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938420908.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938420908_thumbnail.jpg |0.6056611538|2     |[NULL]|3       |1         |false|2     |2025-12-17 02:27:00.908|0        |696f5b32-57e8-4b29-801a-527f7652a5c3|0.5         |0           |0.5500000119|0.1700000018|
|12 |78aebd37-d482-4fac-a23e-5d8897b1d766|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765938420911.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765938420911_thumbnail.jpg |0.5947265625|2     |[NULL]|3       |1         |false|1     |2025-12-17 02:27:00.911|0        |a5dc4f30-cb5b-48e4-8374-a151e7cf4f05|0.5600000024|0.0099999998|0.6100000143|0.2099999934|
|13 |1d990962-bc23-49df-895f-2afa8da186cd|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765939671288.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765939671288_thumbnail.jpg |0.8852539062|3     |[NULL]|1       |6         |false|1     |2025-12-17 02:47:51.288|0        |8f5eef25-ab59-4b79-9190-34ad78b8a28d|0.7200000286|0           |0.7799999714|0.2300000042|
|14 |1d990962-bc23-49df-895f-2afa8da186cd|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765939681296.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765939681296_thumbnail.jpg |0.8852539062|3     |[NULL]|1       |6         |false|1     |2025-12-17 02:48:01.296|0        |e4ab6396-ce66-467c-afaf-c469e54977eb|0.7400000095|0.0299999993|0.8000000119|0.2800000012|
|15 |1d990962-bc23-49df-895f-2afa8da186cd|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765939691300.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765939691300_thumbnail.jpg |0.8852539062|3     |[NULL]|1       |6         |false|1     |2025-12-17 02:48:11.3  |0        |2137eab5-32a4-4883-a421-981a25be5767|0.7400000095|0.0299999993|0.8000000119|0.2800000012|
|16 |1d990962-bc23-49df-895f-2afa8da186cd|3        |4    |analytics/smart_va_alerts/4/2025/12/17/2/_1765939701303.jpg |analytics/smart_va_alerts/4/2025/12/17/2/_1765939701303_thumbnail.jpg |0.8852539062|3     |[NULL]|1       |6         |false|1     |2025-12-17 02:48:21.304|0        |d618b061-b415-4113-9cfe-b4d613bb524b|0.7400000095|0.0299999993|0.8000000119|0.2800000012|
|17 |7a1d4633-e980-402f-be75-e91662c3a50b|3        |4    |analytics/smart_va_alerts/4/2025/12/17/5/_1765947812657.jpg |analytics/smart_va_alerts/4/2025/12/17/5/_1765947812657_thumbnail.jpg |0.5380859375|2     |[NULL]|1       |1         |false|2     |2025-12-17 05:03:32.658|0        |df9d2bf1-226e-4811-a96e-8b59841a67d1|0.4600000083|0.3600000143|0.5         |0.4399999976|
|18 |7a1d4633-e980-402f-be75-e91662c3a50b|3        |4    |analytics/smart_va_alerts/4/2025/12/17/5/_1765947822662.jpg |analytics/smart_va_alerts/4/2025/12/17/5/_1765947822662_thumbnail.jpg |0.5380859375|2     |[NULL]|1       |1         |false|2     |2025-12-17 05:03:42.662|0        |65d3fc87-48fd-43dc-a0a8-d8dc05a388be|0.4600000083|0.3600000143|0.5         |0.4399999976|
|19 |7a1d4633-e980-402f-be75-e91662c3a50b|3        |4    |analytics/smart_va_alerts/4/2025/12/17/5/_1765947832666.jpg |analytics/smart_va_alerts/4/2025/12/17/5/_1765947832666_thumbnail.jpg |0.5380859375|2     |[NULL]|1       |1         |false|2     |2025-12-17 05:03:52.666|0        |066ff032-f754-40f5-ad3c-2bb6c4a9e0d0|0.4600000083|0.3600000143|0.5         |0.4399999976|
|20 |7a1d4633-e980-402f-be75-e91662c3a50b|3        |4    |analytics/smart_va_alerts/4/2025/12/17/5/_1765947842670.jpg |analytics/smart_va_alerts/4/2025/12/17/5/_1765947842670_thumbnail.jpg |0.5380859375|2     |[NULL]|1       |1         |false|2     |2025-12-17 05:04:02.67 |0        |4f30cab6-526f-4732-9fdf-4a401fe9ceb3|0.4600000083|0.3600000143|0.5         |0.4399999976|
