|id   |object_id                           |timestamp              |va_id|x1          |y1          |x2          |y2          |position_changed|
|-----|------------------------------------|-----------------------|-----|------------|------------|------------|------------|----------------|
|1    |dd50a4a1-f287-42ba-a885-51d37ea0cf5d|2025-12-17 02:26:19.956|4    |0.349999994 |0           |0.3899999857|0.1099999994|true            |
|2    |e5ba597d-5e43-4010-963a-cc97a5d7ccac|2025-12-17 02:26:22.878|4    |0.5         |0           |0.5500000119|0.1700000018|true            |
|3    |78aebd37-d482-4fac-a23e-5d8897b1d766|2025-12-17 02:26:24.961|4    |0.5600000024|0.0099999998|0.6100000143|0.2099999934|true            |
|4    |8e86ba1d-b616-4276-9286-210a3a50a6e4|2025-12-17 02:27:39.93 |4    |0.400000006 |0           |0.5299999714|0.0700000003|true            |
|5    |fdbc3168-2d88-4851-8e7f-e23511cf1418|2025-12-17 02:28:47.767|4    |0.6999999881|0.2700000107|1           |0.8000000119|true            |
|6    |82bfa3df-b51e-4015-9533-ff913f1b1438|2025-12-17 02:28:48.444|4    |0.6000000238|0.1400000006|0.9399999976|0.5500000119|true            |
|7    |edec9b46-2702-42af-8e4d-229589a422d8|2025-12-17 02:28:48.851|4    |0.5400000215|0.0599999987|0.8100000024|0.400000006 |true            |
|8    |35a07316-b579-4444-9baa-2e17edbae79c|2025-12-17 02:28:49.429|4    |0.4900000095|0.0099999998|0.7200000286|0.2899999917|true            |
|9    |7cf496ef-011b-468e-9bfa-288452d4d3c9|2025-12-17 02:28:49.873|4    |0.4600000083|0           |0.6499999762|0.2099999934|true            |
|10   |f66d10f9-addd-4235-b5ee-971b7bc93181|2025-12-17 02:28:50.42 |4    |0.4300000072|0           |0.5899999738|0.150000006 |true            |
|11   |7d8bea87-ec12-4cce-bbea-98175546c799|2025-12-17 02:28:51.032|4    |0.4099999964|0           |0.5500000119|0.0900000036|true            |
|12   |16455733-9110-4322-b0af-43470f6d7176|2025-12-17 02:30:56.058|4    |0.5600000024|0           |0.7599999905|0.0900000036|true            |
|13   |16455733-9110-4322-b0af-43470f6d7176|2025-12-17 02:30:57.167|4    |0.5400000215|0           |0.7300000191|0.0900000036|true            |
|14   |16455733-9110-4322-b0af-43470f6d7176|2025-12-17 02:30:58.941|4    |0.5099999905|0           |0.7200000286|0.0900000036|true            |
|15   |16455733-9110-4322-b0af-43470f6d7176|2025-12-17 02:31:00.655|4    |0.4900000095|0           |0.6999999881|0.0900000036|true            |
|16   |16455733-9110-4322-b0af-43470f6d7176|2025-12-17 02:31:01.688|4    |0.4499999881|0           |0.6700000167|0.0900000036|true            |
|17   |16455733-9110-4322-b0af-43470f6d7176|2025-12-17 02:31:02.13 |4    |0.4199999869|0           |0.6299999952|0.0900000036|true            |
|18   |16455733-9110-4322-b0af-43470f6d7176|2025-12-17 02:31:02.605|4    |0.3700000048|0           |0.5899999738|0.0900000036|true            |
|19   |16455733-9110-4322-b0af-43470f6d7176|2025-12-17 02:31:03.541|4    |0.3100000024|0           |0.5299999714|0.1000000015|true            |
|20   |abd3bbfe-8740-4da6-98c5-c14415928c2f|2025-12-17 02:36:31.026|4    |0.6800000072|0           |0.8799999952|0.1000000015|true            |
|21   |abd3bbfe-8740-4da6-98c5-c14415928c2f|2025-12-17 02:36:31.462|4    |0.6299999952|0           |0.8299999833|0.1099999994|true            |
|22   |abd3bbfe-8740-4da6-98c5-c14415928c2f|2025-12-17 02:36:31.914|4    |0.5600000024|0           |0.7799999714|0.1199999973|true            |
|23   |abd3bbfe-8740-4da6-98c5-c14415928c2f|2025-12-17 02:36:32.842|4    |0.4900000095|0           |0.7200000286|0.1099999994|true            |
|24   |abd3bbfe-8740-4da6-98c5-c14415928c2f|2025-12-17 02:36:33.218|4    |0.4199999869|0           |0.6600000262|0.1199999973|true            |
|25   |abd3bbfe-8740-4da6-98c5-c14415928c2f|2025-12-17 02:36:33.636|4    |0.3400000036|0           |0.5899999738|0.1199999973|true            |
|26   |abd3bbfe-8740-4da6-98c5-c14415928c2f|2025-12-17 02:36:34.101|4    |0.2399999946|0           |0.5         |0.1299999952|true            |
|27   |abd3bbfe-8740-4da6-98c5-c14415928c2f|2025-12-17 02:36:34.665|4    |0.150000006 |0           |0.4099999964|0.1700000018|true            |
|28   |4df922db-3a61-4212-bea3-8eb9aa9975d1|2025-12-17 02:37:44.99 |4    |0.75        |0           |1           |0.5600000024|true            |
|29   |8a88e69b-9385-4527-baa9-6419685d1ed5|2025-12-17 02:37:45.571|4    |0.6700000167|0.1099999994|0.9499999881|0.4300000072|true            |
|30   |104e931c-6a05-47d6-9aba-4949eead49ed|2025-12-17 02:37:45.888|4    |0.6100000143|0.0599999987|0.8600000143|0.3300000131|true            |
|31   |b3cfb84a-8519-493a-ab22-e9e29de9af49|2025-12-17 02:37:46.281|4    |0.5699999928|0.0299999993|0.7799999714|0.2700000107|true            |
|32   |c8e0cb99-4bc8-4f8b-9729-53212f65162c|2025-12-17 02:37:46.784|4    |0.5299999714|0           |0.7200000286|0.2099999934|true            |
|33   |eaa60b35-cb01-42f3-9905-3990d6a8939b|2025-12-17 02:37:47.24 |4    |0.5         |0           |0.6700000167|0.1599999964|true            |
|34   |60f965ff-968c-4ce7-a1f8-5c53fbbbb1b2|2025-12-17 02:37:47.891|4    |0.4699999988|0           |0.6200000048|0.1099999994|true            |
|35   |4186f5be-6848-4f6a-9bf8-97054d71ec8a|2025-12-17 02:42:36.667|4    |0.6299999952|0.0500000007|0.8799999952|0.3400000036|true            |
|36   |4186f5be-6848-4f6a-9bf8-97054d71ec8a|2025-12-17 02:42:37.245|4    |0.6000000238|0.0299999993|0.8299999833|0.2899999917|true            |
|37   |4186f5be-6848-4f6a-9bf8-97054d71ec8a|2025-12-17 02:42:37.681|4    |0.5699999928|0           |0.7799999714|0.2399999946|true            |
|38   |fe147cac-01ee-4d63-84b7-9ecd7faab579|2025-12-17 02:42:37.681|4    |0.8199999928|0.3100000024|1           |0.9700000286|true            |
|39   |4186f5be-6848-4f6a-9bf8-97054d71ec8a|2025-12-17 02:42:38.34 |4    |0.5500000119|0           |0.7400000095|0.200000003 |true            |
|40   |4186f5be-6848-4f6a-9bf8-97054d71ec8a|2025-12-17 02:42:38.853|4    |0.5199999809|0           |0.6999999881|0.1700000018|true            |
|41   |4186f5be-6848-4f6a-9bf8-97054d71ec8a|2025-12-17 02:42:39.316|4    |0.5         |0           |0.6600000262|0.1199999973|true            |
|42   |d12b658a-ba40-48d6-93dd-3cc626f640ca|2025-12-17 02:42:39.966|4    |0.6399999857|0           |1           |0.4699999988|true            |
|43   |d12b658a-ba40-48d6-93dd-3cc626f640ca|2025-12-17 02:42:40.825|4    |0.5899999738|0           |0.8399999738|0.3400000036|true            |
|44   |d12b658a-ba40-48d6-93dd-3cc626f640ca|2025-12-17 02:42:41.699|4    |0.5500000119|0           |0.7599999905|0.2399999946|true            |
|45   |d12b658a-ba40-48d6-93dd-3cc626f640ca|2025-12-17 02:42:42.459|4    |0.5299999714|0           |0.7200000286|0.200000003 |true            |
|46   |196069d3-ae74-48c4-933b-7c23f6c78c02|2025-12-17 02:42:43.069|4    |0.4900000095|0           |0.6399999857|0.1199999973|true            |
|47   |7b565afb-32cb-459e-b3d9-2f36f07e2cfb|2025-12-17 02:47:22.402|4    |0.5299999714|0           |1           |0.5699999928|true            |
|48   |7b565afb-32cb-459e-b3d9-2f36f07e2cfb|2025-12-17 02:47:24.365|4    |0.4600000083|0           |0.8199999928|0.2199999988|true            |
|49   |7b565afb-32cb-459e-b3d9-2f36f07e2cfb|2025-12-17 02:47:24.855|4    |0.4399999976|0           |0.7599999905|0.1599999964|true            |
|50   |1d990962-bc23-49df-895f-2afa8da186cd|2025-12-17 02:47:47.231|4    |0.7200000286|0           |0.7699999809|0.200000003 |true            |
|51   |1d990962-bc23-49df-895f-2afa8da186cd|2025-12-17 02:47:50.307|4    |0.7300000191|0.0199999996|0.7799999714|0.2399999946|true            |
|52   |1d990962-bc23-49df-895f-2afa8da186cd|2025-12-17 02:47:52.176|4    |0.7400000095|0.0299999993|0.8000000119|0.2800000012|true            |
|53   |1096b94b-427e-4a45-9405-be69e074f472|2025-12-17 02:48:24.384|4    |0           |0           |0.0500000007|0.1099999994|true            |
|54   |1281b044-22b5-43b7-aba2-9cfa4a89a050|2025-12-17 02:48:53.714|4    |0.3799999952|0           |0.5400000215|0.1000000015|true            |
|55   |546e17c2-01a4-465d-9da1-92758c8173b1|2025-12-17 02:49:41.803|4    |0.5199999809|0.349999994 |0.5500000119|0.3799999952|true            |
|56   |69a9391f-c562-4a2d-9585-259d4599045a|2025-12-17 02:54:18.43 |4    |0.4499999881|0           |0.6499999762|0.2399999946|true            |
|57   |69a9391f-c562-4a2d-9585-259d4599045a|2025-12-17 02:54:19.277|4    |0.4300000072|0           |0.6000000238|0.1800000072|true            |
|58   |69a9391f-c562-4a2d-9585-259d4599045a|2025-12-17 02:54:19.737|4    |0.4099999964|0           |0.5600000024|0.1299999952|true            |
|59   |69a9391f-c562-4a2d-9585-259d4599045a|2025-12-17 02:54:20.235|4    |0.3899999857|0           |0.5199999809|0.0799999982|true            |
|60   |48d4e211-19c3-4e05-862c-2563b1d27843|2025-12-17 02:58:28.084|4    |0.2700000107|0           |0.5299999714|0.1700000018|true            |
|61   |48d4e211-19c3-4e05-862c-2563b1d27843|2025-12-17 02:58:28.612|4    |0.1700000018|0           |0.4499999881|0.1899999976|true            |
|62   |48d4e211-19c3-4e05-862c-2563b1d27843|2025-12-17 02:58:29.056|4    |0.0900000036|0           |0.3799999952|0.2300000042|true            |
|63   |48d4e211-19c3-4e05-862c-2563b1d27843|2025-12-17 02:58:29.524|4    |0.0099999998|0           |0.3100000024|0.2599999905|true            |
|64   |48d4e211-19c3-4e05-862c-2563b1d27843|2025-12-17 02:58:29.956|4    |0           |0           |0.2099999934|0.349999994 |true            |
|65   |b253d82c-d39a-4c92-9036-27f2fef70d9a|2025-12-17 02:59:14.61 |4    |0.6100000143|0           |0.8299999833|0.0799999982|true            |
|66   |b253d82c-d39a-4c92-9036-27f2fef70d9a|2025-12-17 02:59:15.299|4    |0.5600000024|0           |0.7799999714|0.0900000036|true            |
|67   |b253d82c-d39a-4c92-9036-27f2fef70d9a|2025-12-17 02:59:15.715|4    |0.5         |0           |0.7300000191|0.0799999982|true            |
|68   |b253d82c-d39a-4c92-9036-27f2fef70d9a|2025-12-17 02:59:16.871|4    |0.349999994 |0           |0.5899999738|0.0799999982|true            |
|69   |f9fc1cf8-300e-4461-a04f-33a649e77cc4|2025-12-17 02:59:36.448|4    |0.5400000215|0           |0.7799999714|0.1299999952|true            |
|70   |f9fc1cf8-300e-4461-a04f-33a649e77cc4|2025-12-17 02:59:37.136|4    |0.4799999893|0           |0.7099999785|0.1299999952|true            |
|71   |f9fc1cf8-300e-4461-a04f-33a649e77cc4|2025-12-17 02:59:37.606|4    |0.400000006 |0           |0.6399999857|0.1199999973|true            |
|72   |f9fc1cf8-300e-4461-a04f-33a649e77cc4|2025-12-17 02:59:38.149|4    |0.3100000024|0           |0.5600000024|0.1299999952|true            |
|73   |f9fc1cf8-300e-4461-a04f-33a649e77cc4|2025-12-17 02:59:38.716|4    |0.1800000072|0           |0.4600000083|0.1599999964|true            |
|74   |4727c0eb-9e9b-49d0-8131-b929db43e9cb|2025-12-17 02:59:39.204|4    |0.6000000238|0           |0.8199999928|0.1199999973|true            |
|75   |f9fc1cf8-300e-4461-a04f-33a649e77cc4|2025-12-17 02:59:39.204|4    |0.0799999982|0           |0.349999994 |0.1899999976|true            |
|76   |4727c0eb-9e9b-49d0-8131-b929db43e9cb|2025-12-17 02:59:39.882|4    |0.5400000215|0           |0.7799999714|0.1199999973|true            |
|77   |40855e20-39c5-492a-9773-8e4c45bd07ed|2025-12-17 02:59:39.882|4    |0           |0           |0.2399999946|0.25        |true            |
|78   |4727c0eb-9e9b-49d0-8131-b929db43e9cb|2025-12-17 02:59:40.392|4    |0.4699999988|0           |0.7200000286|0.1199999973|true            |
|79   |a011b2b1-37dd-4626-a8e2-00ea0be1f184|2025-12-17 02:59:40.392|4    |0           |0.0399999991|0.1099999994|0.349999994 |true            |
